,State_Name,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Crop
0,andhra pradesh,120,40,20,5.46,654.34,29.26666667,7300,9400,cotton
1,andhra pradesh,20,60,20,6.18,654.34,29.26666667,3300,1000,horsegram
2,andhra pradesh,80,40,40,5.42,654.34,29.26666667,10100,10200,jowar
3,andhra pradesh,80,40,20,5.62,654.34,29.26666667,2800,4900,maize
4,andhra pradesh,20,40,20,5.68,654.34,29.26666667,1300,500,moong
5,andhra pradesh,50,40,20,5.64,654.34,29.26666667,6700,11800,ragi
6,andhra pradesh,80,40,40,5.54,654.34,29.26666667,35600,75400,rice
7,andhra pradesh,50,60,30,5.36,654.34,29.26666667,35900,11100,sunflower
8,andhra pradesh,20,60,20,6,288.3,25.46,600,200,horsegram
9,andhra pradesh,80,40,40,5.5,288.3,25.46,18800,9400,jowar
10,andhra pradesh,80,40,20,5.54,288.3,25.46,600,2400,maize
11,andhra pradesh,50,40,20,5.6,288.3,25.46,600,1000,ragi
12,andhra pradesh,80,40,40,5.54,288.3,25.46,18000,37300,rice
13,andhra pradesh,50,60,30,5.32,288.3,25.46,30100,11100,sunflower
14,andhra pradesh,60,30,30,6.4,288.3,25.46,300,200,wheat
15,andhra pradesh,20,60,20,5.98,654.34,29.26666667,3100,2000,horsegram
16,andhra pradesh,80,40,40,5.4,654.34,29.26666667,2400,1500,jowar
17,andhra pradesh,80,40,20,5.5,654.34,29.26666667,100,300,maize
18,andhra pradesh,20,40,20,5.5,654.34,29.26666667,200,100,moong
19,andhra pradesh,50,40,20,5.64,654.34,29.26666667,10800,9900,ragi
20,andhra pradesh,80,40,40,5.5,654.34,29.26666667,42300,84400,rice
21,andhra pradesh,30,15,30,6.4,654.34,29.26666667,400,100,sesamum
22,andhra pradesh,50,60,30,5.62,654.34,29.26666667,1300,600,sunflower
23,andhra pradesh,20,60,20,5.9,288.3,25.46,1200,400,horsegram
24,andhra pradesh,50,40,20,5.32,288.3,25.46,1600,2300,ragi
25,andhra pradesh,80,40,40,5.4,288.3,25.46,57400,137400,rice
26,andhra pradesh,50,60,30,5.48,288.3,25.46,900,400,sunflower
27,andhra pradesh,120,40,20,5.64,654.34,29.26666667,9800,23400,cotton
28,andhra pradesh,80,40,40,5.38,654.34,29.26666667,1100,600,jowar
29,andhra pradesh,80,40,20,5.66,654.34,29.26666667,1600,2900,maize
30,andhra pradesh,50,40,20,5.58,654.34,29.26666667,200,100,ragi
31,andhra pradesh,80,40,40,5.34,654.34,29.26666667,214100,429300,rice
32,andhra pradesh,30,15,30,6.34,654.34,29.26666667,1800,400,sesamum
33,andhra pradesh,50,60,30,5.56,654.34,29.26666667,300,200,sunflower
34,andhra pradesh,20,60,20,5.94,288.3,25.46,1300,800,horsegram
35,andhra pradesh,80,40,40,5.38,288.3,25.46,200,200,jowar
36,andhra pradesh,80,40,20,5.66,288.3,25.46,3600,13700,maize
37,andhra pradesh,20,40,20,5.48,288.3,25.46,59500,26500,moong
38,andhra pradesh,50,40,20,5.58,288.3,25.46,100,100,ragi
39,andhra pradesh,80,40,40,5.48,288.3,25.46,154400,491500,rice
40,andhra pradesh,30,15,30,6.42,288.3,25.46,1900,200,sesamum
41,andhra pradesh,120,40,20,5.66,654.34,29.26666667,162300,432500,cotton
42,andhra pradesh,80,40,40,5.68,654.34,29.26666667,200,100,jowar
43,andhra pradesh,80,40,20,5.46,654.34,29.26666667,1700,3100,maize
44,andhra pradesh,20,40,20,5.32,654.34,29.26666667,7400,2800,moong
45,andhra pradesh,80,40,40,5.34,654.34,29.26666667,295000,845300,rice
46,andhra pradesh,80,40,40,5.5,288.3,25.46,2400,3500,jowar
47,andhra pradesh,80,40,20,5.46,288.3,25.46,5000,19000,maize
48,andhra pradesh,20,40,20,5.42,288.3,25.46,7700,3100,moong
49,andhra pradesh,80,40,40,5.56,288.3,25.46,14500,51800,rice
50,andhra pradesh,30,15,30,6.48,288.3,25.46,4700,900,sesamum
51,andhra pradesh,120,40,20,5.44,654.34,29.26666667,13400,17400,cotton
52,andhra pradesh,20,60,20,6.02,654.34,29.26666667,200,100,horsegram
53,andhra pradesh,80,40,40,5.62,654.34,29.26666667,7300,8100,jowar
54,andhra pradesh,80,40,20,5.42,654.34,29.26666667,200,100,maize
55,andhra pradesh,50,40,20,5.38,654.34,29.26666667,100,100,ragi
56,andhra pradesh,80,40,40,5.42,654.34,29.26666667,47700,77500,rice
57,andhra pradesh,30,15,30,6.68,654.34,29.26666667,3200,700,sesamum
58,andhra pradesh,50,60,30,5.42,654.34,29.26666667,51500,27400,sunflower
59,andhra pradesh,20,60,20,6.02,288.3,25.46,300,100,horsegram
60,andhra pradesh,80,40,40,5.62,288.3,25.46,3000,2600,jowar
61,andhra pradesh,50,40,20,5.36,288.3,25.46,800,1300,ragi
62,andhra pradesh,80,40,40,5.52,288.3,25.46,13000,27700,rice
63,andhra pradesh,50,60,30,5.4,288.3,25.46,3300,700,sunflower
64,andhra pradesh,120,40,20,5.34,654.34,29.26666667,26400,63300,cotton
65,andhra pradesh,80,40,40,5.38,654.34,29.26666667,500,300,jowar
66,andhra pradesh,80,40,20,5.38,654.34,29.26666667,5900,10500,maize
67,andhra pradesh,20,40,20,5.4,654.34,29.26666667,26700,10200,moong
68,andhra pradesh,80,40,40,5.6,654.34,29.26666667,257900,699400,rice
69,andhra pradesh,30,15,30,6.6,654.34,29.26666667,300,100,sesamum
70,andhra pradesh,50,60,30,5.36,654.34,29.26666667,2200,1100,sunflower
71,andhra pradesh,20,60,20,5.82,288.3,25.46,800,400,horsegram
72,andhra pradesh,80,40,40,5.64,288.3,25.46,2200,2000,jowar
73,andhra pradesh,80,40,20,5.46,288.3,25.46,2200,8200,maize
74,andhra pradesh,20,40,20,5.56,288.3,25.46,2500,1600,moong
75,andhra pradesh,80,40,40,5.48,288.3,25.46,116300,393500,rice
76,andhra pradesh,30,15,30,6.44,288.3,25.46,2400,300,sesamum
77,andhra pradesh,120,40,20,5.52,654.34,29.26666667,90400,116900,cotton
78,andhra pradesh,80,40,40,5.56,654.34,29.26666667,9600,10400,jowar
79,andhra pradesh,80,40,20,5.4,654.34,29.26666667,1000,1700,maize
80,andhra pradesh,20,40,20,5.56,654.34,29.26666667,3000,1200,moong
81,andhra pradesh,80,40,40,5.34,654.34,29.26666667,66300,176900,rice
82,andhra pradesh,50,60,30,5.62,654.34,29.26666667,81700,46200,sunflower
83,andhra pradesh,20,60,20,6.08,288.3,25.46,2000,600,horsegram
84,andhra pradesh,80,40,40,5.66,288.3,25.46,113800,107200,jowar
85,andhra pradesh,80,40,20,5.48,288.3,25.46,100,200,maize
86,andhra pradesh,20,40,20,5.66,288.3,25.46,500,200,moong
87,andhra pradesh,80,40,40,5.4,288.3,25.46,9000,23900,rice
88,andhra pradesh,50,60,30,5.38,288.3,25.46,61100,34300,sunflower
89,andhra pradesh,60,30,30,6.7,288.3,25.46,600,300,wheat
90,andhra pradesh,120,40,20,5.32,654.34,29.26666667,39900,47500,cotton
91,andhra pradesh,80,40,40,5.58,654.34,29.26666667,3700,2100,jowar
92,andhra pradesh,80,40,20,5.34,654.34,29.26666667,1800,8100,maize
93,andhra pradesh,20,40,20,5.6,654.34,29.26666667,6000,2300,moong
94,andhra pradesh,80,40,40,5.68,654.34,29.26666667,62000,124300,rice
95,andhra pradesh,30,15,30,6.46,654.34,29.26666667,3700,700,sesamum
96,andhra pradesh,50,60,30,5.52,654.34,29.26666667,14100,7000,sunflower
97,andhra pradesh,20,60,20,6.1,288.3,25.46,2500,900,horsegram
98,andhra pradesh,80,40,40,5.56,288.3,25.46,4200,8100,jowar
99,andhra pradesh,80,40,20,5.38,288.3,25.46,4700,17600,maize
100,andhra pradesh,20,40,20,5.48,288.3,25.46,4700,2000,moong
101,andhra pradesh,50,40,20,5.68,288.3,25.46,4600,5800,ragi
102,andhra pradesh,80,40,40,5.46,288.3,25.46,74200,222100,rice
103,andhra pradesh,30,15,30,6.5,288.3,25.46,2500,100,sesamum
104,andhra pradesh,50,60,30,5.46,288.3,25.46,600,200,sunflower
105,andhra pradesh,120,40,20,5.56,654.34,29.26666667,8700,20900,cotton
106,andhra pradesh,80,40,20,5.62,654.34,29.26666667,100,100,maize
107,andhra pradesh,20,40,20,5.32,654.34,29.26666667,300,100,moong
108,andhra pradesh,50,40,20,5.5,654.34,29.26666667,300,200,ragi
109,andhra pradesh,80,40,40,5.34,654.34,29.26666667,48700,127600,rice
110,andhra pradesh,30,15,30,6.54,654.34,29.26666667,1100,200,sesamum
111,andhra pradesh,50,60,30,5.56,654.34,29.26666667,3000,1500,sunflower
112,andhra pradesh,20,60,20,6.18,288.3,25.46,600,300,horsegram
113,andhra pradesh,80,40,40,5.4,288.3,25.46,300,200,jowar
114,andhra pradesh,20,40,20,5.68,288.3,25.46,6300,1900,moong
115,andhra pradesh,50,40,20,5.62,288.3,25.46,400,900,ragi
116,andhra pradesh,80,40,40,5.32,288.3,25.46,182100,544600,rice
117,andhra pradesh,30,15,30,6.42,288.3,25.46,2200,200,sesamum
118,andhra pradesh,50,60,30,5.68,288.3,25.46,200,100,sunflower
119,andhra pradesh,120,40,20,5.34,654.34,29.26666667,800,1900,cotton
120,andhra pradesh,80,40,40,5.54,654.34,29.26666667,300,200,jowar
121,andhra pradesh,80,40,20,5.42,654.34,29.26666667,200,400,maize
122,andhra pradesh,50,40,20,5.56,654.34,29.26666667,4700,5300,ragi
123,andhra pradesh,80,40,40,5.68,654.34,29.26666667,185700,278500,rice
124,andhra pradesh,30,15,30,6.42,654.34,29.26666667,4100,500,sesamum
125,andhra pradesh,20,60,20,5.9,288.3,25.46,17300,11200,horsegram
126,andhra pradesh,80,40,40,5.48,288.3,25.46,400,200,jowar
127,andhra pradesh,20,40,20,5.44,288.3,25.46,23300,10800,moong
128,andhra pradesh,50,40,20,5.58,288.3,25.46,1400,2000,ragi
129,andhra pradesh,80,40,40,5.52,288.3,25.46,600,2100,rice
130,andhra pradesh,30,15,30,6.66,288.3,25.46,2000,200,sesamum
131,andhra pradesh,120,40,20,5.4,654.34,29.26666667,1500,3500,cotton
132,andhra pradesh,80,40,40,5.32,654.34,29.26666667,1300,700,jowar
133,andhra pradesh,80,40,20,5.68,654.34,29.26666667,6400,6500,maize
134,andhra pradesh,20,40,20,5.38,654.34,29.26666667,2500,1000,moong
135,andhra pradesh,50,40,20,5.44,654.34,29.26666667,35800,14600,ragi
136,andhra pradesh,80,40,40,5.58,654.34,29.26666667,95600,79700,rice
137,andhra pradesh,30,15,30,6.36,654.34,29.26666667,4100,600,sesamum
138,andhra pradesh,20,60,20,5.84,288.3,25.46,6700,3200,horsegram
139,andhra pradesh,80,40,40,5.6,288.3,25.46,100,100,jowar
140,andhra pradesh,80,40,20,5.32,288.3,25.46,300,1100,maize
141,andhra pradesh,20,40,20,5.4,288.3,25.46,2700,1100,moong
142,andhra pradesh,50,40,20,5.62,288.3,25.46,2000,3900,ragi
143,andhra pradesh,80,40,40,5.48,288.3,25.46,2700,8700,rice
144,andhra pradesh,30,15,30,6.34,288.3,25.46,9300,900,sesamum
145,andhra pradesh,120,40,20,5.38,654.34,29.26666667,4200,10100,cotton
146,andhra pradesh,80,40,40,5.54,654.34,29.26666667,600,300,jowar
147,andhra pradesh,80,40,20,5.56,654.34,29.26666667,500,800,maize
148,andhra pradesh,20,40,20,5.68,654.34,29.26666667,500,200,moong
149,andhra pradesh,50,40,20,5.62,654.34,29.26666667,10000,11700,ragi
150,andhra pradesh,80,40,40,5.42,654.34,29.26666667,130500,185600,rice
151,andhra pradesh,30,15,30,6.64,654.34,29.26666667,7300,1700,sesamum
152,andhra pradesh,20,60,20,6.04,288.3,25.46,38700,14500,horsegram
153,andhra pradesh,80,40,40,5.38,288.3,25.46,200,300,jowar
154,andhra pradesh,80,40,20,5.42,288.3,25.46,1800,6800,maize
155,andhra pradesh,20,40,20,5.44,288.3,25.46,20800,4100,moong
156,andhra pradesh,50,40,20,5.52,288.3,25.46,2300,3500,ragi
157,andhra pradesh,80,40,40,5.36,288.3,25.46,1000,3200,rice
158,andhra pradesh,30,15,30,6.54,288.3,25.46,17200,1600,sesamum
159,andhra pradesh,120,40,20,5.52,654.34,29.26666667,3400,8200,cotton
160,andhra pradesh,80,40,20,5.4,654.34,29.26666667,800,1400,maize
161,andhra pradesh,80,40,40,5.42,654.34,29.26666667,247200,630400,rice
162,andhra pradesh,30,15,30,6.36,654.34,29.26666667,1500,500,sesamum
163,andhra pradesh,50,60,30,5.68,654.34,29.26666667,800,400,sunflower
164,andhra pradesh,20,60,20,6.04,288.3,25.46,1100,300,horsegram
165,andhra pradesh,80,40,40,5.34,288.3,25.46,300,500,jowar
166,andhra pradesh,80,40,20,5.68,288.3,25.46,8900,33600,maize
167,andhra pradesh,80,40,40,5.42,288.3,25.46,193600,678100,rice
168,arunachal pradesh,80,40,20,5.58,1712.66,11.2,1520,2725,maize
169,arunachal pradesh,80,40,40,5.34,1712.66,11.2,11500,13800,rice
170,arunachal pradesh,30,15,30,6.36,1712.66,11.2,424,313,sesamum
171,arunachal pradesh,20,60,20,5.44,1712.66,11.2,373,450,soyabean
172,arunachal pradesh,50,60,30,5.68,1712.66,11.2,51,24,sunflower
173,arunachal pradesh,50,40,20,5.14,241.78,1.18,4205,3300,rapeseed
174,arunachal pradesh,60,30,30,6.3,241.78,1.18,240,260,wheat
175,arunachal pradesh,80,40,20,5.66,1712.66,11.2,5212,7557,maize
176,arunachal pradesh,80,40,40,5.58,1712.66,11.2,10310,12400,rice
177,arunachal pradesh,30,15,30,6.38,1712.66,11.2,130,100,sesamum
178,arunachal pradesh,20,60,20,5.56,1712.66,11.2,290,653,soyabean
179,arunachal pradesh,50,60,30,5.68,1712.66,11.2,20,10,sunflower
180,arunachal pradesh,50,40,20,4.96,241.78,1.18,2780,2700,rapeseed
181,arunachal pradesh,60,30,30,6.12,241.78,1.18,196,294,wheat
182,arunachal pradesh,80,40,20,5.68,1712.66,11.2,1485,2652,maize
183,arunachal pradesh,80,40,40,5.52,1712.66,11.2,8945,9200,rice
184,arunachal pradesh,30,15,30,6.34,1712.66,11.2,215,75,sesamum
185,arunachal pradesh,20,60,20,5.5,1712.66,11.2,88,195,soyabean
186,arunachal pradesh,50,60,30,5.32,1712.66,11.2,40,30,sunflower
187,arunachal pradesh,50,40,20,4.94,241.78,1.18,270,290,rapeseed
188,arunachal pradesh,60,30,30,6.12,241.78,1.18,19,81,wheat
189,arunachal pradesh,80,40,20,5.32,1712.66,11.2,2332,4196,maize
190,arunachal pradesh,80,40,40,5.6,1712.66,11.2,10200,15525,rice
191,arunachal pradesh,30,15,30,6.68,1712.66,11.2,98,80,sesamum
192,arunachal pradesh,20,60,20,5.54,1712.66,11.2,291,223,soyabean
193,arunachal pradesh,50,60,30,5.5,1712.66,11.2,22,15,sunflower
194,arunachal pradesh,50,40,20,5.18,241.78,1.18,3315,3400,rapeseed
195,arunachal pradesh,60,30,30,6.8,241.78,1.18,447,670,wheat
196,arunachal pradesh,80,40,20,5.54,1712.66,11.2,7375,6099,maize
197,arunachal pradesh,80,40,40,5.4,1712.66,11.2,15070,19600,rice
198,arunachal pradesh,30,15,30,6.56,1712.66,11.2,95,70,sesamum
199,arunachal pradesh,20,60,20,5.36,1712.66,11.2,187,405,soyabean
200,arunachal pradesh,50,60,30,5.4,1712.66,11.2,40,20,sunflower
201,arunachal pradesh,50,40,20,5.08,241.78,1.18,6700,6600,rapeseed
202,arunachal pradesh,60,30,30,6.5,241.78,1.18,250,300,wheat
203,arunachal pradesh,80,40,20,5.5,1712.66,11.2,3794,6876,maize
204,arunachal pradesh,80,40,40,5.5,1712.66,11.2,21064,19900,rice
205,arunachal pradesh,30,15,30,6.32,1712.66,11.2,31,20,sesamum
206,arunachal pradesh,20,60,20,5.44,1712.66,11.2,69,70,soyabean
207,arunachal pradesh,50,60,30,5.58,1712.66,11.2,27,10,sunflower
208,arunachal pradesh,50,40,20,4.9,241.78,1.18,940,1000,rapeseed
209,arunachal pradesh,60,30,30,6.3,241.78,1.18,33,56,wheat
210,arunachal pradesh,80,40,20,5.68,1712.66,11.2,1460,2305,maize
211,arunachal pradesh,80,40,40,5.48,1712.66,11.2,6938,8400,rice
212,arunachal pradesh,30,15,30,6.5,1712.66,11.2,230,83,sesamum
213,arunachal pradesh,20,60,20,5.5,1712.66,11.2,255,200,soyabean
214,arunachal pradesh,50,60,30,5.58,1712.66,11.2,70,23,sunflower
215,arunachal pradesh,50,40,20,4.9,241.78,1.18,420,275,rapeseed
216,arunachal pradesh,60,30,30,7,241.78,1.18,95,103,wheat
217,arunachal pradesh,80,40,20,5.52,1712.66,11.2,801,1442,maize
218,arunachal pradesh,80,40,40,5.36,1712.66,11.2,868,1050,rice
219,arunachal pradesh,20,60,20,5.62,1712.66,11.2,130,188,soyabean
220,arunachal pradesh,50,60,30,5.64,1712.66,11.2,80,42,sunflower
221,arunachal pradesh,50,40,20,5.18,241.78,1.18,55,65,rapeseed
222,arunachal pradesh,60,30,30,6.5,241.78,1.18,1695,2712,wheat
223,arunachal pradesh,80,40,20,5.34,1712.66,11.2,2480,3100,maize
224,arunachal pradesh,80,40,40,5.6,1712.66,11.2,5345,3700,rice
225,arunachal pradesh,20,60,20,5.52,1712.66,11.2,370,238,soyabean
226,arunachal pradesh,50,60,30,5.46,1712.66,11.2,12,2,sunflower
227,arunachal pradesh,50,40,20,5.18,241.78,1.18,420,200,rapeseed
228,arunachal pradesh,60,30,30,6.3,241.78,1.18,15,15,wheat
229,arunachal pradesh,80,40,20,5.42,1712.66,11.2,668,2014,maize
230,arunachal pradesh,80,40,40,5.6,1712.66,11.2,6200,5800,rice
231,arunachal pradesh,30,15,30,6.58,1712.66,11.2,3,2,sesamum
232,arunachal pradesh,20,60,20,5.56,1712.66,11.2,10,13,soyabean
233,arunachal pradesh,50,60,30,5.36,1712.66,11.2,4,2,sunflower
234,arunachal pradesh,50,40,20,4.98,241.78,1.18,10,10,rapeseed
235,arunachal pradesh,80,40,20,5.56,1712.66,11.2,796,1560,maize
236,arunachal pradesh,80,40,40,5.38,1712.66,11.2,3915,2750,rice
237,arunachal pradesh,30,15,30,6.48,1712.66,11.2,52,30,sesamum
238,arunachal pradesh,20,60,20,5.46,1712.66,11.2,71,170,soyabean
239,arunachal pradesh,50,60,30,5.34,1712.66,11.2,17,10,sunflower
240,arunachal pradesh,50,40,20,5.02,241.78,1.18,40,50,rapeseed
241,arunachal pradesh,60,30,30,6.3,241.78,1.18,60,120,wheat
242,arunachal pradesh,80,40,20,5.46,1712.66,11.2,3651,5659,maize
243,arunachal pradesh,80,40,40,5.42,1712.66,11.2,915,880,rice
244,arunachal pradesh,20,60,20,5.4,1712.66,11.2,25,51,soyabean
245,arunachal pradesh,50,60,30,5.66,1712.66,11.2,28,16,sunflower
246,arunachal pradesh,50,40,20,4.92,241.78,1.18,95,95,rapeseed
247,arunachal pradesh,60,30,30,6.8,241.78,1.18,670,799,wheat
248,arunachal pradesh,80,40,20,5.34,1712.66,11.2,2930,3840,maize
249,arunachal pradesh,80,40,40,5.54,1712.66,11.2,18750,16500,rice
250,arunachal pradesh,30,15,30,6.62,1712.66,11.2,67,45,sesamum
251,arunachal pradesh,20,60,20,5.5,1712.66,11.2,186,219,soyabean
252,arunachal pradesh,50,60,30,5.48,1712.66,11.2,37,16,sunflower
253,arunachal pradesh,50,40,20,4.92,241.78,1.18,1250,1115,rapeseed
254,arunachal pradesh,60,30,30,6.12,241.78,1.18,65,65,wheat
255,assam,80,40,40,5.36,1543.76,27.33333333,83560,43512,rice
256,assam,120,40,20,5.42,1543.76,27.33333333,8,4,cotton
257,assam,80,40,40,5.48,1543.76,27.33333333,8120,52544,jute
258,assam,80,40,20,5.46,1543.76,27.33333333,46,30,maize
259,assam,50,40,20,4.92,127.68,20.8,25501,16865,rapeseed
260,assam,60,30,30,6.3,127.68,20.8,12675,15645,wheat
261,assam,80,40,40,5.52,497.88,25.03333333,8850,12831,rice
262,assam,100,40,140,6.18,2169.32,23.73636364,7160,5360,arecanut
263,assam,120,60,65,6.08,2169.32,23.73636364,1245,1868,onion
264,assam,180,60,90,5.12,2169.32,23.73636364,10610,165586,potato
265,assam,30,15,30,6.6,2169.32,23.73636364,1420,852,sesamum
266,assam,90,20,120,4.82,2169.32,23.73636364,849,2123,sweetpotato
267,assam,50,50,50,5.66,2169.32,23.73636364,42,210,tapioca
268,assam,25,60,100,4.92,2169.32,23.73636364,760,608,turmeric
269,assam,80,40,40,5.4,127.68,20.8,103015,76589,rice
270,assam,80,40,40,5.52,1543.76,27.33333333,29514,14056,rice
271,assam,120,40,20,5.46,1543.76,27.33333333,11,4,cotton
272,assam,80,40,40,5.36,1543.76,27.33333333,5925,63278,jute
273,assam,80,40,20,5.48,1543.76,27.33333333,375,228,maize
274,assam,50,40,20,4.88,127.68,20.8,13347,8304,rapeseed
275,assam,60,30,30,6.8,127.68,20.8,5397,6458,wheat
276,assam,80,40,40,5.58,497.88,25.03333333,6366,5462,rice
277,assam,100,40,140,5.98,2169.32,23.73636364,2950,3521,arecanut
278,assam,120,60,65,5.84,2169.32,23.73636364,327,654,onion
279,assam,180,60,90,4.96,2169.32,23.73636364,2720,21843,potato
280,assam,30,15,30,6.36,2169.32,23.73636364,1029,552,sesamum
281,assam,90,20,120,4.84,2169.32,23.73636364,390,1170,sweetpotato
282,assam,50,50,50,5.62,2169.32,23.73636364,130,554,tapioca
283,assam,25,60,100,4.94,2169.32,23.73636364,516,302,turmeric
284,assam,80,40,40,5.34,127.68,20.8,56841,38596,rice
285,assam,80,40,40,5.4,1543.76,27.33333333,8278,7956,rice
286,assam,120,40,20,5.5,1543.76,27.33333333,115,43,cotton
287,assam,80,40,40,5.32,1543.76,27.33333333,96,917,jute
288,assam,80,40,20,5.64,1543.76,27.33333333,65,33,maize
289,assam,50,40,20,4.98,127.68,20.8,1020,641,rapeseed
290,assam,60,30,30,6.6,127.68,20.8,35,45,wheat
291,assam,80,40,40,5.62,497.88,25.03333333,7200,7843,rice
292,assam,100,40,140,6,2169.32,23.73636364,4505,1058,arecanut
293,assam,120,60,65,5.98,2169.32,23.73636364,90,292,onion
294,assam,180,60,90,5.04,2169.32,23.73636364,1295,6695,potato
295,assam,30,15,30,6.58,2169.32,23.73636364,145,51,sesamum
296,assam,90,20,120,4.94,2169.32,23.73636364,150,788,sweetpotato
297,assam,50,50,50,5.36,2169.32,23.73636364,30,122,tapioca
298,assam,25,60,100,4.9,2169.32,23.73636364,88,84,turmeric
299,assam,80,40,40,5.68,127.68,20.8,88000,94250,rice
300,assam,80,40,40,5.58,1543.76,27.33333333,68782,40252,rice
301,assam,120,40,20,5.5,1543.76,27.33333333,40,19,cotton
302,assam,80,40,40,5.38,1543.76,27.33333333,10650,93783,jute
303,assam,80,40,20,5.56,1543.76,27.33333333,811,494,maize
304,assam,50,40,20,4.82,127.68,20.8,24378,11522,rapeseed
305,assam,60,30,30,6.6,127.68,20.8,3665,4021,wheat
306,assam,80,40,40,5.54,497.88,25.03333333,7767,8937,rice
307,assam,100,40,140,6.06,2169.32,23.73636364,4325,1710,arecanut
308,assam,120,60,65,6,2169.32,23.73636364,594,1485,onion
309,assam,180,60,90,4.94,2169.32,23.73636364,5196,29065,potato
310,assam,30,15,30,6.58,2169.32,23.73636364,928,572,sesamum
311,assam,90,20,120,5.14,2169.32,23.73636364,424,1060,sweetpotato
312,assam,50,50,50,5.48,2169.32,23.73636364,235,933,tapioca
313,assam,25,60,100,4.84,2169.32,23.73636364,871,530,turmeric
314,assam,80,40,40,5.4,127.68,20.8,93133,70404,rice
315,assam,80,40,40,5.32,1543.76,27.33333333,12750,7036,rice
316,assam,120,40,20,5.58,1543.76,27.33333333,12,5,cotton
317,assam,80,40,40,5.36,1543.76,27.33333333,205,1959,jute
318,assam,80,40,20,5.42,1543.76,27.33333333,512,479,maize
319,assam,50,40,20,5,127.68,20.8,12525,5263,rapeseed
320,assam,60,30,30,6.12,127.68,20.8,3500,4463,wheat
321,assam,80,40,40,5.48,497.88,25.03333333,4525,3012,rice
322,assam,100,40,140,5.88,2169.32,23.73636364,835,756,arecanut
323,assam,120,60,65,5.94,2169.32,23.73636364,154,409,onion
324,assam,180,60,90,5.02,2169.32,23.73636364,2744,16121,potato
325,assam,30,15,30,6.54,2169.32,23.73636364,165,89,sesamum
326,assam,90,20,120,4.82,2169.32,23.73636364,160,512,sweetpotato
327,assam,50,50,50,5.68,2169.32,23.73636364,28,104,tapioca
328,assam,25,60,100,4.84,2169.32,23.73636364,362,233,turmeric
329,assam,80,40,40,5.5,127.68,20.8,44725,38042,rice
330,assam,80,40,40,5.58,1543.76,27.33333333,62078,25030,rice
331,assam,120,40,20,5.44,1543.76,27.33333333,13,6,cotton
332,assam,80,40,40,5.66,1543.76,27.33333333,22734,181165,jute
333,assam,80,40,20,5.44,1543.76,27.33333333,267,160,maize
334,assam,50,40,20,4.96,127.68,20.8,15510,7338,rapeseed
335,assam,60,30,30,6.3,127.68,20.8,18270,25101,wheat
336,assam,80,40,40,5.58,497.88,25.03333333,21085,15466,rice
337,assam,100,40,140,6.14,2169.32,23.73636364,2210,979,arecanut
338,assam,120,60,65,6.08,2169.32,23.73636364,1092,2839,onion
339,assam,180,60,90,5.04,2169.32,23.73636364,5896,48613,potato
340,assam,30,15,30,6.44,2169.32,23.73636364,1823,912,sesamum
341,assam,90,20,120,5.04,2169.32,23.73636364,3009,12637,sweetpotato
342,assam,50,50,50,5.36,2169.32,23.73636364,159,502,tapioca
343,assam,25,60,100,4.92,2169.32,23.73636364,455,341,turmeric
344,assam,80,40,40,5.6,127.68,20.8,54249,34696,rice
345,assam,80,40,40,5.4,1543.76,27.33333333,10448,13674,rice
346,assam,120,40,20,5.32,1543.76,27.33333333,20,9,cotton
347,assam,80,40,40,5.52,1543.76,27.33333333,26,248,jute
348,assam,80,40,20,5.6,1543.76,27.33333333,500,268,maize
349,assam,50,40,20,5.14,127.68,20.8,12911,11349,rapeseed
350,assam,60,30,30,6.7,127.68,20.8,887,1040,wheat
351,assam,80,40,40,5.5,497.88,25.03333333,314,376,rice
352,assam,100,40,140,6.06,2169.32,23.73636364,3378,2615,arecanut
353,assam,120,60,65,6.12,2169.32,23.73636364,33,51,onion
354,assam,180,60,90,5.14,2169.32,23.73636364,2347,13028,potato
355,assam,30,15,30,6.58,2169.32,23.73636364,288,157,sesamum
356,assam,90,20,120,5.04,2169.32,23.73636364,108,237,sweetpotato
357,assam,50,50,50,5.66,2169.32,23.73636364,14,56,tapioca
358,assam,25,60,100,5.08,2169.32,23.73636364,395,225,turmeric
359,assam,80,40,40,5.52,127.68,20.8,77456,88908,rice
360,assam,80,40,40,5.32,1543.76,27.33333333,5984,5393,rice
361,assam,120,40,20,5.4,1543.76,27.33333333,398,187,cotton
362,assam,80,40,40,5.6,1543.76,27.33333333,150,1433,jute
363,assam,80,40,20,5.6,1543.76,27.33333333,1299,974,maize
364,assam,50,40,20,4.82,127.68,20.8,2100,867,rapeseed
365,assam,60,30,30,6.11,127.68,20.8,56,73,wheat
366,assam,80,40,40,5.46,497.88,25.03333333,52,62,rice
367,assam,100,40,140,5.9,2169.32,23.73636364,360,264,arecanut
368,assam,120,60,65,6.1,2169.32,23.73636364,14,20,onion
369,assam,180,60,90,4.94,2169.32,23.73636364,220,1964,potato
370,assam,30,15,30,6.48,2169.32,23.73636364,512,256,sesamum
371,assam,90,20,120,4.96,2169.32,23.73636364,40,196,sweetpotato
372,assam,50,50,50,5.44,2169.32,23.73636364,65,325,tapioca
373,assam,25,60,100,5.02,2169.32,23.73636364,211,108,turmeric
374,assam,80,40,40,5.46,127.68,20.8,8117,10606,rice
