,State_Name,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,Crop
23542,uttar pradesh,180,60,90,5.02,689.88,29.03727273,12396,253771,potato
23543,uttar pradesh,80,40,40,5.5,579.75,34.01,1439,1097,jowar
23544,uttar pradesh,80,40,20,5.32,579.75,34.01,484,678,maize
23545,uttar pradesh,80,40,40,5.54,579.75,34.01,116502,288186,rice
23546,uttar pradesh,70,40,45,5.56,75.32,22.676,993,2128,barley
23547,uttar pradesh,80,40,20,5.52,75.32,22.676,126,204,maize
23548,uttar pradesh,20,40,20,5.44,75.32,22.676,459,290,moong
23549,uttar pradesh,50,40,20,5,75.32,22.676,2649,1765,rapeseed
23550,uttar pradesh,60,30,30,6.1,75.32,22.676,114379,305979,wheat
23551,uttar pradesh,180,60,90,4.9,689.88,29.03727273,4685,76266,potato
23552,uttar pradesh,120,40,20,5.62,579.75,34.01,2,6,cotton
23553,uttar pradesh,80,40,40,5.32,579.75,34.01,31,22,jowar
23554,uttar pradesh,80,40,20,5.5,579.75,34.01,4957,6498,maize
23555,uttar pradesh,20,40,20,5.52,579.75,34.01,44,13,moong
23556,uttar pradesh,80,40,40,5.32,579.75,34.01,28486,66368,rice
23557,uttar pradesh,70,40,45,5.46,75.32,22.676,106,242,barley
23558,uttar pradesh,80,40,20,5.66,75.32,22.676,221,359,maize
23559,uttar pradesh,20,40,20,5.56,75.32,22.676,1,1,moong
23560,uttar pradesh,50,40,20,4.84,75.32,22.676,2045,1979,rapeseed
23561,uttar pradesh,60,30,30,6.3,75.32,22.676,95440,285847,wheat
23562,uttar pradesh,180,60,90,5.16,689.88,29.03727273,4647,91797,potato
23563,uttar pradesh,80,40,40,5.66,579.75,34.01,2015,2280,jowar
23564,uttar pradesh,80,40,20,5.42,579.75,34.01,13147,32131,maize
23565,uttar pradesh,80,40,40,5.62,579.75,34.01,48622,89219,rice
23566,uttar pradesh,30,15,30,6.54,579.75,34.01,18,4,sesamum
23567,uttar pradesh,70,40,45,5.36,75.32,22.676,4246,9338,barley
23568,uttar pradesh,80,40,20,5.66,75.32,22.676,45,73,maize
23569,uttar pradesh,20,40,20,5.56,75.32,22.676,681,366,moong
23570,uttar pradesh,50,40,20,5,75.32,22.676,14994,18270,rapeseed
23571,uttar pradesh,60,30,30,6.1,75.32,22.676,88940,298990,wheat
23572,uttar pradesh,180,60,90,5.12,689.88,29.03727273,2857,64642,potato
23573,uttar pradesh,80,40,40,5.52,579.75,34.01,12,14,jowar
23574,uttar pradesh,80,40,20,5.68,579.75,34.01,7209,11912,maize
23575,uttar pradesh,80,40,40,5.58,579.75,34.01,211031,390953,rice
23576,uttar pradesh,30,15,30,6.36,579.75,34.01,45,7,sesamum
23577,uttar pradesh,70,40,45,5.6,75.32,22.676,4271,7663,barley
23578,uttar pradesh,80,40,20,5.64,75.32,22.676,186,302,maize
23579,uttar pradesh,20,40,20,5.54,75.32,22.676,102,58,moong
23580,uttar pradesh,50,40,20,4.96,75.32,22.676,1056,1057,rapeseed
23581,uttar pradesh,60,30,30,6.1,75.32,22.676,215453,481708,wheat
23582,uttar pradesh,180,60,90,4.98,689.88,29.03727273,5707,105849,potato
23583,uttar pradesh,120,40,20,5.44,579.75,34.01,174,229,cotton
23584,uttar pradesh,80,40,40,5.5,579.75,34.01,56,45,jowar
23585,uttar pradesh,80,40,20,5.4,579.75,34.01,791,1648,maize
23586,uttar pradesh,80,40,40,5.32,579.75,34.01,5949,16013,rice
23587,uttar pradesh,70,40,45,5.68,75.32,22.676,220,712,barley
23588,uttar pradesh,20,40,20,5.58,75.32,22.676,158,63,moong
23589,uttar pradesh,50,40,20,5.04,75.32,22.676,849,1041,rapeseed
23590,uttar pradesh,60,30,30,6.4,75.32,22.676,57307,194757,wheat
23591,uttar pradesh,180,60,90,4.82,689.88,29.03727273,366,7879,potato
23592,uttar pradesh,80,40,40,5.38,579.75,34.01,301,372,jowar
23593,uttar pradesh,80,40,20,5.46,579.75,34.01,75226,67252,maize
23594,uttar pradesh,20,40,20,5.52,579.75,34.01,40,12,moong
23595,uttar pradesh,80,40,40,5.68,579.75,34.01,122059,224983,rice
23596,uttar pradesh,30,15,30,6.66,579.75,34.01,415,67,sesamum
23597,uttar pradesh,20,60,20,5.54,579.75,34.01,15,8,soyabean
23598,uttar pradesh,70,40,45,5.52,75.32,22.676,1164,2489,barley
23599,uttar pradesh,80,40,20,5.44,75.32,22.676,362,587,maize
23600,uttar pradesh,20,40,20,5.34,75.32,22.676,39,18,moong
23601,uttar pradesh,50,40,20,5.16,75.32,22.676,10522,7218,rapeseed
23602,uttar pradesh,60,30,30,6.8,75.32,22.676,119984,274387,wheat
23603,uttar pradesh,80,40,40,5.32,34.81,34.66666667,9,17,rice
23604,uttar pradesh,180,60,90,4.92,689.88,29.03727273,2077,40703,potato
23605,uttar pradesh,25,60,100,5.16,689.88,29.03727273,207,361,turmeric
23606,uttar pradesh,80,40,40,5.48,579.75,34.01,1329,1620,jowar
23607,uttar pradesh,80,40,20,5.44,579.75,34.01,21475,34038,maize
23608,uttar pradesh,80,40,40,5.58,579.75,34.01,119614,207163,rice
23609,uttar pradesh,30,15,30,6.4,579.75,34.01,3,0.1,sesamum
23610,uttar pradesh,70,40,45,5.42,75.32,22.676,5658,10151,barley
23611,uttar pradesh,80,40,20,5.64,75.32,22.676,166,269,maize
23612,uttar pradesh,20,40,20,5.5,75.32,22.676,372,212,moong
23613,uttar pradesh,50,40,20,4.96,75.32,22.676,818,819,rapeseed
23614,uttar pradesh,60,30,30,6.8,75.32,22.676,132720,315013,wheat
23615,uttar pradesh,180,60,90,5.04,689.88,29.03727273,7388,137026,potato
23616,uttar pradesh,80,40,40,5.64,579.75,34.01,75,93,jowar
23617,uttar pradesh,80,40,20,5.32,579.75,34.01,6103,4614,maize
23618,uttar pradesh,80,40,40,5.66,579.75,34.01,117161,189759,rice
23619,uttar pradesh,30,15,30,6.36,579.75,34.01,7,1,sesamum
23620,uttar pradesh,70,40,45,5.32,75.32,22.676,284,607,barley
23621,uttar pradesh,80,40,20,5.54,75.32,22.676,58,94,maize
23622,uttar pradesh,20,40,20,5.4,75.32,22.676,2,1,moong
23623,uttar pradesh,50,40,20,4.94,75.32,22.676,20924,15379,rapeseed
23624,uttar pradesh,60,30,30,6.1,75.32,22.676,98504,208509,wheat
23625,uttar pradesh,180,60,90,4.92,689.88,29.03727273,1904,37313,potato
23626,uttar pradesh,80,40,40,5.5,579.75,34.01,39664,33663,jowar
23627,uttar pradesh,80,40,20,5.66,579.75,34.01,9,7,maize
23628,uttar pradesh,20,40,20,5.62,579.75,34.01,1616,555,moong
23629,uttar pradesh,80,40,40,5.42,579.75,34.01,65618,66153,rice
23630,uttar pradesh,30,15,30,6.66,579.75,34.01,1393,169,sesamum
23631,uttar pradesh,20,60,20,5.36,579.75,34.01,462,274,soyabean
23632,uttar pradesh,70,40,45,5.52,75.32,22.676,1837,1271,barley
23633,uttar pradesh,50,40,20,5.08,75.32,22.676,1775,826,rapeseed
23634,uttar pradesh,60,30,30,6.12,75.32,22.676,132364,182959,wheat
23635,uttar pradesh,180,60,90,5.08,689.88,29.03727273,97,2067,potato
23636,uttar pradesh,80,40,40,5.6,579.75,34.01,4202,3203,jowar
23637,uttar pradesh,80,40,20,5.54,579.75,34.01,5109,7157,maize
23638,uttar pradesh,20,40,20,5.38,579.75,34.01,16,5,moong
23639,uttar pradesh,80,40,40,5.32,579.75,34.01,159139,282912,rice
23640,uttar pradesh,30,15,30,6.36,579.75,34.01,214,34,sesamum
23641,uttar pradesh,70,40,45,5.34,75.32,22.676,548,1174,barley
23642,uttar pradesh,80,40,20,5.64,75.32,22.676,782,1269,maize
23643,uttar pradesh,20,40,20,5.44,75.32,22.676,68,43,moong
23644,uttar pradesh,50,40,20,5.1,75.32,22.676,9217,8097,rapeseed
23645,uttar pradesh,60,30,30,6.12,75.32,22.676,132723,373586,wheat
23646,uttar pradesh,180,60,90,5.06,689.88,29.03727273,14338,277827,potato
23647,uttar pradesh,25,60,100,5,689.88,29.03727273,10,17,turmeric
23648,uttar pradesh,80,40,40,5.68,579.75,34.01,878,739,jowar
23649,uttar pradesh,80,40,20,5.6,579.75,34.01,245,452,maize
23650,uttar pradesh,80,40,40,5.52,579.75,34.01,179743,348088,rice
23651,uttar pradesh,30,15,30,6.46,579.75,34.01,1390,145,sesamum
23652,uttar pradesh,70,40,45,5.64,75.32,22.676,230,524,barley
23653,uttar pradesh,80,40,20,5.58,75.32,22.676,54,88,maize
23654,uttar pradesh,20,40,20,5.68,75.32,22.676,6,3,moong
23655,uttar pradesh,50,40,20,4.84,75.32,22.676,7940,6364,rapeseed
23656,uttar pradesh,60,30,30,6.8,75.32,22.676,190452,512384,wheat
23657,uttar pradesh,80,40,40,5.56,34.81,34.66666667,138,267,rice
23658,uttar pradesh,180,60,90,5.16,689.88,29.03727273,4664,100140,potato
23659,uttar pradesh,25,60,100,4.92,689.88,29.03727273,22,38,turmeric
23660,uttar pradesh,80,40,20,5.42,579.75,34.01,4737,2142,maize
23661,uttar pradesh,80,40,40,5.34,579.75,34.01,111560,240346,rice
23662,uttar pradesh,30,15,30,6.38,579.75,34.01,333,54,sesamum
23663,uttar pradesh,70,40,45,5.56,75.32,22.676,147,345,barley
23664,uttar pradesh,80,40,20,5.5,75.32,22.676,132,214,maize
23665,uttar pradesh,20,40,20,5.46,75.32,22.676,66,30,moong
23666,uttar pradesh,50,40,20,4.82,75.32,22.676,2722,2931,rapeseed
23667,uttar pradesh,60,30,30,6.5,75.32,22.676,111726,283619,wheat
23668,uttar pradesh,80,40,40,5.64,34.81,34.66666667,65,140,rice
23669,uttar pradesh,180,60,90,5.04,689.88,29.03727273,3684,46532,potato
23670,uttar pradesh,80,40,40,5.6,579.75,34.01,5,3,jowar
23671,uttar pradesh,80,40,20,5.42,579.75,34.01,158,207,maize
23672,uttar pradesh,80,40,40,5.38,579.75,34.01,65831,183353,rice
23673,uttar pradesh,30,15,30,6.66,579.75,34.01,361,58,sesamum
23674,uttar pradesh,70,40,45,5.52,75.32,22.676,48,109,barley
23675,uttar pradesh,20,40,20,5.62,75.32,22.676,46,21,moong
23676,uttar pradesh,50,40,20,5,75.32,22.676,1035,1002,rapeseed
23677,uttar pradesh,60,30,30,7,75.32,22.676,115900,308876,wheat
23678,uttar pradesh,180,60,90,4.94,689.88,29.03727273,958,18924,potato
23679,uttar pradesh,80,40,40,5.38,579.75,34.01,2509,2111,jowar
23680,uttar pradesh,80,40,20,5.62,579.75,34.01,15719,25905,maize
23681,uttar pradesh,20,40,20,5.34,579.75,34.01,152,46,moong
23682,uttar pradesh,80,40,40,5.36,579.75,34.01,110184,169222,rice
23683,uttar pradesh,30,15,30,6.42,579.75,34.01,1725,180,sesamum
23684,uttar pradesh,20,60,20,5.58,579.75,34.01,8,5,soyabean
23685,uttar pradesh,70,40,45,5.48,75.32,22.676,1795,4089,barley
23686,uttar pradesh,80,40,20,5.38,75.32,22.676,366,594,maize
23687,uttar pradesh,20,40,20,5.32,75.32,22.676,84,38,moong
23688,uttar pradesh,50,40,20,4.94,75.32,22.676,11347,9516,rapeseed
23689,uttar pradesh,60,30,30,6.8,75.32,22.676,295959,902906,wheat
23690,uttar pradesh,80,40,40,5.5,34.81,34.66666667,42,65,rice
23691,uttar pradesh,180,60,90,4.84,689.88,29.03727273,16612,304282,potato
23692,uttar pradesh,25,60,100,5.16,689.88,29.03727273,150,262,turmeric
23693,uttar pradesh,120,40,20,5.46,579.75,34.01,218,282,cotton
23694,uttar pradesh,80,40,40,5.58,579.75,34.01,338,275,jowar
23695,uttar pradesh,80,40,20,5.36,579.75,34.01,73358,161901,maize
23696,uttar pradesh,20,40,20,5.44,579.75,34.01,575,174,moong
23697,uttar pradesh,80,40,40,5.4,579.75,34.01,45683,93141,rice
23698,uttar pradesh,30,15,30,6.32,579.75,34.01,8,1,sesamum
23699,uttar pradesh,70,40,45,5.34,75.32,22.676,11662,37569,barley
23700,uttar pradesh,80,40,20,5.38,75.32,22.676,383,621,maize
23701,uttar pradesh,20,40,20,5.46,75.32,22.676,1221,485,moong
23702,uttar pradesh,50,40,20,4.86,75.32,22.676,6593,7842,rapeseed
23703,uttar pradesh,60,30,30,6.12,75.32,22.676,181942,688890,wheat
23704,uttar pradesh,180,60,90,5.18,689.88,29.03727273,6563,141276,potato
23705,uttar pradesh,80,40,40,5.4,579.75,34.01,937,1766,jowar
23706,uttar pradesh,80,40,20,5.64,579.75,34.01,216,303,maize
23707,uttar pradesh,20,40,20,5.5,579.75,34.01,66,20,moong
23708,uttar pradesh,80,40,40,5.38,579.75,34.01,102824,224044,rice
23709,uttar pradesh,30,15,30,6.54,579.75,34.01,129,21,sesamum
23710,uttar pradesh,70,40,45,5.4,75.32,22.676,817,1041,barley
23711,uttar pradesh,20,40,20,5.62,75.32,22.676,50,28,moong
23712,uttar pradesh,50,40,20,5.14,75.32,22.676,441,441,rapeseed
23713,uttar pradesh,60,30,30,6.7,75.32,22.676,90144,180098,wheat
23714,uttar pradesh,180,60,90,4.84,689.88,29.03727273,966,21889,potato
23715,uttar pradesh,80,40,40,5.44,579.75,34.01,28685,24182,jowar
23716,uttar pradesh,80,40,20,5.66,579.75,34.01,118,218,maize
23717,uttar pradesh,20,40,20,5.42,579.75,34.01,897,308,moong
23718,uttar pradesh,80,40,40,5.4,579.75,34.01,17088,14775,rice
23719,uttar pradesh,30,15,30,6.34,579.75,34.01,574,69,sesamum
23720,uttar pradesh,20,60,20,5.52,579.75,34.01,25,15,soyabean
23721,uttar pradesh,70,40,45,5.52,75.32,22.676,5441,3879,barley
23722,uttar pradesh,20,40,20,5.6,75.32,22.676,1,0.1,moong
23723,uttar pradesh,50,40,20,5.04,75.32,22.676,2204,1025,rapeseed
23724,uttar pradesh,60,30,30,6.12,75.32,22.676,51700,80421,wheat
23725,uttar pradesh,180,60,90,5,689.88,29.03727273,267,5690,potato
23726,uttar pradesh,80,40,40,5.4,579.75,34.01,74,93,jowar
23727,uttar pradesh,80,40,20,5.66,579.75,34.01,5529,8061,maize
23728,uttar pradesh,80,40,40,5.5,579.75,34.01,123132,300532,rice
23729,uttar pradesh,30,15,30,6.58,579.75,34.01,252,40,sesamum
23730,uttar pradesh,70,40,45,5.44,75.32,22.676,1535,1967,barley
23731,uttar pradesh,80,40,20,5.54,75.32,22.676,95,154,maize
23732,uttar pradesh,20,40,20,5.66,75.32,22.676,156,70,moong
23733,uttar pradesh,50,40,20,4.84,75.32,22.676,1816,1164,rapeseed
23734,uttar pradesh,60,30,30,6.3,75.32,22.676,139398,387008,wheat
23735,uttar pradesh,80,40,40,5.46,34.81,34.66666667,22,54,rice
23736,uttar pradesh,180,60,90,4.88,689.88,29.03727273,2126,30079,potato
23737,uttar pradesh,120,40,20,5.58,579.75,34.01,235,182,cotton
23738,uttar pradesh,80,40,40,5.52,579.75,34.01,24,20,jowar
23739,uttar pradesh,80,40,20,5.42,579.75,34.01,56857,109165,maize
23740,uttar pradesh,20,40,20,5.32,579.75,34.01,184,56,moong
23741,uttar pradesh,80,40,40,5.46,579.75,34.01,40199,72599,rice
23742,uttar pradesh,30,15,30,6.44,579.75,34.01,575,133,sesamum
23743,uttar pradesh,70,40,45,5.44,75.32,22.676,16089,42555,barley
23744,uttar pradesh,80,40,20,5.46,75.32,22.676,1872,3036,maize
23745,uttar pradesh,20,40,20,5.68,75.32,22.676,13184,5735,moong
23746,uttar pradesh,50,40,20,5.08,75.32,22.676,18578,23390,rapeseed
23747,uttar pradesh,60,30,30,6.4,75.32,22.676,194161,629715,wheat
23748,uttar pradesh,180,60,90,5.16,689.88,29.03727273,7058,130121,potato
23749,uttar pradesh,80,40,40,5.66,579.75,34.01,857,808,jowar
23750,uttar pradesh,80,40,20,5.36,579.75,34.01,7486,17914,maize
23751,uttar pradesh,20,40,20,5.52,579.75,34.01,55,17,moong
23752,uttar pradesh,80,40,40,5.4,579.75,34.01,47332,94299,rice
23753,uttar pradesh,30,15,30,6.56,579.75,34.01,164,35,sesamum
23754,uttar pradesh,70,40,45,5.38,75.32,22.676,5232,11506,barley
23755,uttar pradesh,80,40,20,5.42,75.32,22.676,124,201,maize
23756,uttar pradesh,20,40,20,5.58,75.32,22.676,1416,761,moong
23757,uttar pradesh,50,40,20,5.1,75.32,22.676,14203,15688,rapeseed
23758,uttar pradesh,60,30,30,6.7,75.32,22.676,87411,239666,wheat
23759,uttar pradesh,180,60,90,5.04,689.88,29.03727273,5967,135008,potato
23760,uttar pradesh,80,40,40,5.68,579.75,34.01,2974,2266,jowar
23761,uttar pradesh,80,40,20,5.62,579.75,34.01,2154,3018,maize
23762,uttar pradesh,80,40,40,5.4,579.75,34.01,100564,213450,rice
23763,uttar pradesh,30,15,30,6.66,579.75,34.01,12,2,sesamum
23764,uttar pradesh,70,40,45,5.42,75.32,22.676,241,517,barley
23765,uttar pradesh,80,40,20,5.62,75.32,22.676,1489,2415,maize
23766,uttar pradesh,20,40,20,5.44,75.32,22.676,430,271,moong
23767,uttar pradesh,50,40,20,5.12,75.32,22.676,3214,2142,rapeseed
23768,uttar pradesh,60,30,30,7,75.32,22.676,97812,230591,wheat
23769,uttar pradesh,180,60,90,5.14,689.88,29.03727273,4110,66905,potato
23770,uttar pradesh,80,40,40,5.5,579.75,34.01,2653,2502,jowar
23771,uttar pradesh,80,40,20,5.38,579.75,34.01,44551,96186,maize
23772,uttar pradesh,20,40,20,5.5,579.75,34.01,123,37,moong
23773,uttar pradesh,80,40,40,5.64,579.75,34.01,13743,28025,rice
23774,uttar pradesh,30,15,30,6.56,579.75,34.01,1464,313,sesamum
23775,uttar pradesh,70,40,45,5.32,75.32,22.676,1751,3851,barley
23776,uttar pradesh,80,40,20,5.68,75.32,22.676,187,303,maize
23777,uttar pradesh,20,40,20,5.66,75.32,22.676,758,407,moong
23778,uttar pradesh,50,40,20,5.06,75.32,22.676,8751,11907,rapeseed
23779,uttar pradesh,60,30,30,6.5,75.32,22.676,75611,252984,wheat
23780,uttar pradesh,180,60,90,5.1,689.88,29.03727273,29221,766876,potato
23781,uttar pradesh,80,40,40,5.38,579.75,34.01,26984,30594,jowar
23782,uttar pradesh,80,40,20,5.66,579.75,34.01,432,914,maize
23783,uttar pradesh,20,40,20,5.54,579.75,34.01,766,231,moong
23784,uttar pradesh,80,40,40,5.56,579.75,34.01,91781,162713,rice
23785,uttar pradesh,30,15,30,6.68,579.75,34.01,5572,1309,sesamum
23786,uttar pradesh,70,40,45,5.66,75.32,22.676,8829,8028,barley
23787,uttar pradesh,20,40,20,5.62,75.32,22.676,772,801,moong
23788,uttar pradesh,50,40,20,4.98,75.32,22.676,12606,9651,rapeseed
23789,uttar pradesh,60,30,30,6.8,75.32,22.676,147261,341041,wheat
23790,uttar pradesh,180,60,90,5,689.88,29.03727273,5734,81665,potato
23791,uttar pradesh,25,60,100,5.12,689.88,29.03727273,9,16,turmeric
23792,uttar pradesh,80,40,40,5.62,579.75,34.01,194,159,jowar
23793,uttar pradesh,80,40,20,5.34,579.75,34.01,8366,16669,maize
23794,uttar pradesh,20,40,20,5.38,579.75,34.01,84,25,moong
23795,uttar pradesh,80,40,40,5.6,579.75,34.01,21506,34330,rice
23796,uttar pradesh,30,15,30,6.52,579.75,34.01,437,101,sesamum
23797,uttar pradesh,70,40,45,5.36,75.32,22.676,15462,40307,barley
23798,uttar pradesh,80,40,20,5.42,75.32,22.676,258,418,maize
23799,uttar pradesh,20,40,20,5.58,75.32,22.676,1902,797,moong
23800,uttar pradesh,50,40,20,5,75.32,22.676,10219,13117,rapeseed
23801,uttar pradesh,60,30,30,6.3,75.32,22.676,109295,305190,wheat
23802,uttar pradesh,180,60,90,5.06,689.88,29.03727273,18508,435012,potato
23803,uttar pradesh,120,40,20,5.68,579.75,34.01,93,124,cotton
23804,uttar pradesh,80,40,40,5.68,579.75,34.01,214,174,jowar
23805,uttar pradesh,80,40,20,5.32,579.75,34.01,11971,21871,maize
23806,uttar pradesh,80,40,40,5.4,579.75,34.01,15652,30547,rice
23807,uttar pradesh,70,40,45,5.52,75.32,22.676,4954,16027,barley
23808,uttar pradesh,20,40,20,5.58,75.32,22.676,249,99,moong
23809,uttar pradesh,50,40,20,4.82,75.32,22.676,1593,1953,rapeseed
23810,uttar pradesh,60,30,30,6.9,75.32,22.676,77919,265801,wheat
23811,uttar pradesh,180,60,90,4.86,689.88,29.03727273,336,7233,potato
23812,uttar pradesh,120,40,20,5.32,579.75,34.01,9,12,cotton
23813,uttar pradesh,80,40,40,5.66,579.75,34.01,119,97,jowar
23814,uttar pradesh,80,40,20,5.36,579.75,34.01,4840,8814,maize
23815,uttar pradesh,80,40,40,5.52,579.75,34.01,21726,43067,rice
23816,uttar pradesh,70,40,45,5.36,75.32,22.676,1283,4151,barley
23817,uttar pradesh,80,40,20,5.6,75.32,22.676,209,339,maize
23818,uttar pradesh,20,40,20,5.4,75.32,22.676,119,47,moong
23819,uttar pradesh,50,40,20,4.92,75.32,22.676,1979,2426,rapeseed
23820,uttar pradesh,60,30,30,6.7,75.32,22.676,71538,246947,wheat
23821,uttar pradesh,180,60,90,5.12,689.88,29.03727273,4547,97879,potato
23822,uttar pradesh,80,40,40,5.32,579.75,34.01,3746,7058,jowar
23823,uttar pradesh,80,40,20,5.34,579.75,34.01,1148,1609,maize
23824,uttar pradesh,20,40,20,5.5,579.75,34.01,139,42,moong
23825,uttar pradesh,80,40,40,5.38,579.75,34.01,137877,261830,rice
23826,uttar pradesh,30,15,30,6.66,579.75,34.01,216,35,sesamum
23827,uttar pradesh,70,40,45,5.34,75.32,22.676,7615,9705,barley
23828,uttar pradesh,80,40,20,5.64,75.32,22.676,15,24,maize
23829,uttar pradesh,20,40,20,5.48,75.32,22.676,250,143,moong
23830,uttar pradesh,50,40,20,4.86,75.32,22.676,524,525,rapeseed
23831,uttar pradesh,60,30,30,6.1,75.32,22.676,159280,370621,wheat
23832,uttar pradesh,180,60,90,5.06,689.88,29.03727273,9857,224523,potato
23833,uttar pradesh,80,40,40,5.44,579.75,34.01,247,305,jowar
23834,uttar pradesh,80,40,20,5.58,579.75,34.01,65070,57912,maize
23835,uttar pradesh,80,40,40,5.62,579.75,34.01,123698,241421,rice
23836,uttar pradesh,30,15,30,6.46,579.75,34.01,151,24,sesamum
23837,uttar pradesh,20,60,20,5.34,579.75,34.01,5,3,soyabean
23838,uttar pradesh,70,40,45,5.68,75.32,22.676,1938,4145,barley
23839,uttar pradesh,80,40,20,5.44,75.32,22.676,585,949,maize
23840,uttar pradesh,20,40,20,5.66,75.32,22.676,82,37,moong
23841,uttar pradesh,50,40,20,4.96,75.32,22.676,6109,3706,rapeseed
23842,uttar pradesh,60,30,30,6.1,75.32,22.676,157737,410313,wheat
23843,uttar pradesh,80,40,40,5.64,34.81,34.66666667,15,29,rice
23844,uttar pradesh,180,60,90,5.08,689.88,29.03727273,2742,53735,potato
23845,uttar pradesh,80,40,40,5.46,579.75,34.01,42,53,jowar
23846,uttar pradesh,80,40,20,5.52,579.75,34.01,3264,4759,maize
23847,uttar pradesh,80,40,40,5.52,579.75,34.01,149402,278272,rice
23848,uttar pradesh,30,15,30,6.42,579.75,34.01,179,29,sesamum
23849,uttar pradesh,70,40,45,5.56,75.32,22.676,2686,3441,barley
23850,uttar pradesh,80,40,20,5.52,75.32,22.676,173,281,maize
23851,uttar pradesh,50,40,20,5.16,75.32,22.676,2965,1900,rapeseed
23852,uttar pradesh,60,30,30,6.7,75.32,22.676,180722,431174,wheat
23853,uttar pradesh,80,40,40,5.52,34.81,34.66666667,229,427,rice
23854,uttar pradesh,180,60,90,5.02,689.88,29.03727273,4362,61713,potato
23855,uttar pradesh,80,40,40,5.42,579.75,34.01,36657,29619,jowar
23856,uttar pradesh,80,40,20,5.56,579.75,34.01,3,5,maize
23857,uttar pradesh,20,40,20,5.4,579.75,34.01,2935,1009,moong
23858,uttar pradesh,80,40,40,5.52,579.75,34.01,1668,1657,rice
23859,uttar pradesh,30,15,30,6.64,579.75,34.01,5487,664,sesamum
23860,uttar pradesh,20,60,20,5.64,579.75,34.01,256,152,soyabean
23861,uttar pradesh,70,40,45,5.68,75.32,22.676,1584,1096,barley
23862,uttar pradesh,20,40,20,5.42,75.32,22.676,3,1,moong
23863,uttar pradesh,50,40,20,4.98,75.32,22.676,3256,1514,rapeseed
23864,uttar pradesh,60,30,30,6.4,75.32,22.676,83658,167500,wheat
23865,uttar pradesh,180,60,90,4.82,689.88,29.03727273,30,640,potato
23866,uttar pradesh,80,40,40,5.58,579.75,34.01,15677,14096,jowar
23867,uttar pradesh,80,40,20,5.38,579.75,34.01,53365,85651,maize
23868,uttar pradesh,20,40,20,5.38,579.75,34.01,302,53,moong
23869,uttar pradesh,80,40,40,5.6,579.75,34.01,127531,216441,rice
23870,uttar pradesh,30,15,30,6.42,579.75,34.01,11774,1538,sesamum
23871,uttar pradesh,20,60,20,5.52,579.75,34.01,16,9,soyabean
23872,uttar pradesh,70,40,45,5.36,75.32,22.676,5874,9983,barley
23873,uttar pradesh,80,40,20,5.66,75.32,22.676,148,240,maize
23874,uttar pradesh,20,40,20,5.46,75.32,22.676,283,162,moong
23875,uttar pradesh,50,40,20,4.98,75.32,22.676,17396,15207,rapeseed
23876,uttar pradesh,60,30,30,6.5,75.32,22.676,294156,798160,wheat
23877,uttar pradesh,80,40,40,5.44,34.81,34.66666667,15,25,rice
23878,uttar pradesh,180,60,90,4.84,689.88,29.03727273,11334,155661,potato
23879,uttar pradesh,25,60,100,4.88,689.88,29.03727273,8,14,turmeric
23880,uttar pradesh,120,40,20,5.42,579.75,34.01,1519,1188,cotton
23881,uttar pradesh,80,40,40,5.42,579.75,34.01,27,22,jowar
23882,uttar pradesh,80,40,20,5.64,579.75,34.01,8570,17076,maize
23883,uttar pradesh,20,40,20,5.58,579.75,34.01,54,16,moong
23884,uttar pradesh,80,40,40,5.32,579.75,34.01,9989,21446,rice
23885,uttar pradesh,30,15,30,6.32,579.75,34.01,60,14,sesamum
23886,uttar pradesh,70,40,45,5.54,75.32,22.676,9968,27429,barley
23887,uttar pradesh,20,40,20,5.56,75.32,22.676,3256,1214,moong
23888,uttar pradesh,50,40,20,5.1,75.32,22.676,10935,11498,rapeseed
23889,uttar pradesh,60,30,30,6.1,75.32,22.676,99205,342160,wheat
23890,uttar pradesh,180,60,90,5.14,689.88,29.03727273,12544,370688,potato
23891,uttar pradesh,80,40,40,5.46,579.75,34.01,14643,14288,jowar
23892,uttar pradesh,80,40,20,5.36,579.75,34.01,4,5,maize
23893,uttar pradesh,20,40,20,5.64,579.75,34.01,654,207,moong
23894,uttar pradesh,80,40,40,5.54,579.75,34.01,2211,2164,rice
23895,uttar pradesh,30,15,30,6.56,579.75,34.01,9602,2020,sesamum
23896,uttar pradesh,20,60,20,5.4,579.75,34.01,1353,934,soyabean
23897,uttar pradesh,70,40,45,5.38,75.32,22.676,8623,14525,barley
23898,uttar pradesh,20,40,20,5.54,75.32,22.676,17,10,moong
23899,uttar pradesh,50,40,20,4.9,75.32,22.676,6937,3654,rapeseed
23900,uttar pradesh,60,30,30,7,75.32,22.676,117674,339140,wheat
23901,uttar pradesh,180,60,90,5.06,689.88,29.03727273,179,3815,potato
23902,uttar pradesh,80,40,40,5.6,579.75,34.01,4403,6266,jowar
23903,uttar pradesh,80,40,20,5.68,579.75,34.01,47345,88014,maize
23904,uttar pradesh,20,40,20,5.58,579.75,34.01,41,12,moong
23905,uttar pradesh,80,40,40,5.54,579.75,34.01,126846,260090,rice
23906,uttar pradesh,30,15,30,6.56,579.75,34.01,479,77,sesamum
23907,uttar pradesh,70,40,45,5.66,75.32,22.676,1101,1403,barley
